Genus,species,URL,Primary Research,Environment,Domain,Phylum/Kingdom,Netid,Environment Notes,,
Micromonospora,equina,https://microbewiki.kenyon.edu/index.php/Micromonospora_equina,Environmental Microbiome,Generalist,Bacteria,Actinobacteria,dmolik,,,
Microvirgula,aerodenitrificans,https://microbewiki.kenyon.edu/index.php/Microvirgula_aerodenitrificans,Bioremediation,Sediment,Bacteria,Proteobacteria,dmolik,,,
Mitsuokella,dentalis,https://microbewiki.kenyon.edu/index.php/Mitsuokella_dentalis,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Mogibacterium,timidum,https://microbewiki.kenyon.edu/index.php/Mogibacterium_timidum,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Moorella,thermoacetica,https://microbewiki.kenyon.edu/index.php/Moorella_thermoacetica,Misc,Soil,Bacteria,Firmicutes,dmolik,,,
Moraxella,bovis,https://microbewiki.kenyon.edu/index.php/Moraxella_bovis,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Moraxella,catarrhalis,https://microbewiki.kenyon.edu/index.php/Moraxella_catarrhalis,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Morganella,marganaii,https://microbewiki.kenyon.edu/index.php/Morganella_marganaii,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Moritella,marina,https://microbewiki.kenyon.edu/index.php/Moritella_marina,Environmental Microbiome,Halophile,Bacteria,Proteobacteria,dmolik,,,
Myceliophthora,thermophila,https://microbewiki.kenyon.edu/index.php/Myceliophthora_thermophila,Bioremediation,Soil,Eukaryota,Ascomycota,dmolik,,,
Mycobacterium,bovis,https://microbewiki.kenyon.edu/index.php/Mycobacterium_bovis,Pathogen,Animal Host ,Bacteria,Actinobacteria,dmolik,,,
Mycobacterium,colombiense,https://microbewiki.kenyon.edu/index.php/Mycobacterium_colombiense,Pathogen,Aquatic and Soil,Bacteria,Actinobacteria,dmolik,,,
Mycobacterium,leprae,https://microbewiki.kenyon.edu/index.php/Mycobacterium_leprae,Pathogen,Aquatic and Soil,Bacteria,Actinobacteria,dmolik,,,
Mycobacterium,mucogenicum,https://microbewiki.kenyon.edu/index.php/Mycobacterium_mucogenicum,Pathogen,Biofilm/Lichen,Bacteria,Actinobacteria,dmolik,,,
Mycobacterium,smegmatis,https://microbewiki.kenyon.edu/index.php/Mycobacterium_smegmatis,Misc,Biofilm/Lichen,Bacteria,Actinobacteria,dmolik,,,
Mycobacterium,tuberculosis,https://microbewiki.kenyon.edu/index.php/Mycobacterium_tuberculosis,Pathogen,Animal Host ,Bacteria,Actinobacteria,dmolik,,,
Mycobacterium,vanbaalenii,https://microbewiki.kenyon.edu/index.php/Mycobacterium_vanbaalenii,Bioremediation,Soil,Bacteria,Actinobacteria,dmolik,,,
Mycoccus,xanthus,https://microbewiki.kenyon.edu/index.php/Mycoccus_xanthus,Environmental Microbiome,Soil,Bacteria,Protobacteria,dmolik,,,
Mycoplasma,arthritidis,https://microbewiki.kenyon.edu/index.php/Mycoplasma_arthritidis,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,bovis,https://microbewiki.kenyon.edu/index.php/Mycoplasma_bovis,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,capricolum,https://microbewiki.kenyon.edu/index.php/Mycoplasma_capricolum,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,fermentans,https://microbewiki.kenyon.edu/index.php/Mycoplasma_fermentans,Pathogen,Animal Host ,Bacteria,Tenericutes,dmolik,,,
Mycoplasma,gallisepticum,https://microbewiki.kenyon.edu/index.php/Mycoplasma_gallisepticum,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,genitalium,https://microbewiki.kenyon.edu/index.php/Mycoplasma_genitalium,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,haemofelis,https://microbewiki.kenyon.edu/index.php/Mycoplasma_haemofelis,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,hominis,https://microbewiki.kenyon.edu/index.php/Mycoplasma_hominis,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,hyopneumoniae,https://microbewiki.kenyon.edu/index.php/Mycoplasma_hyopneumoniae,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,incognitus,https://microbewiki.kenyon.edu/index.php/Mycoplasma_incognitus,Pathogen,Animal Host ,Bacteria,Tenericutes,dmolik,,,
Mycoplasma,mobile,https://microbewiki.kenyon.edu/index.php/Mycoplasma_mobile,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,mycoides,https://microbewiki.kenyon.edu/index.php/Mycoplasma_mycoides,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,penetrans,https://microbewiki.kenyon.edu/index.php/Mycoplasma_penetrans,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,pneumoniae,https://microbewiki.kenyon.edu/index.php/Mycoplasma_pneumoniae,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,pulmonis,https://microbewiki.kenyon.edu/index.php/Mycoplasma_pulmonis,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,synoviae,https://microbewiki.kenyon.edu/index.php/Mycoplasma_synoviae,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Mycoplasma,yeatsii,https://microbewiki.kenyon.edu/index.php/Mycoplasma_yeatsii,Pathogen,Animal Host ,Bacteria,Tenericutes,dmolik,,,
Myroides,pelagicus,https://microbewiki.kenyon.edu/index.php/Myroides_pelagicus,Environmental Microbiome,Marine,Bacteria,Bacteroidetes,dmolik,,,
Myxococcus,xanthus,https://microbewiki.kenyon.edu/index.php/Myxococcus_xanthus,Environmental Microbiome,Soil,Bacteria,Protobacteria,dmolik,,,
Naegleria,fowleri,https://microbewiki.kenyon.edu/index.php/Naegleria_fowleri,Pathogen,Marine,Eukaryota,Percoloza,dmolik,,,
Nanoarchaeum,equitans,https://microbewiki.kenyon.edu/index.php/Nanoarchaeum_equitans,Environmental Microbiome,Microbe Host,Archaea ,Nanoarchaeota,dmolik,,,
Natranaerobius,thermophilus,https://microbewiki.kenyon.edu/index.php/Natranaerobius_thermophilus,Environmental Microbiome,Alkaliphile,Bacteria,Firmicutes,dmolik,,,
Natronococcus,roseus,https://microbewiki.kenyon.edu/index.php/Natronococcus_roseus,Environmental Microbiome,Halophile,Archaea ,Euryarchaeota,dmolik,,,
Natronomonas,Pharaonis,https://microbewiki.kenyon.edu/index.php/Natronomonas_Pharaonis,Environmental Microbiome,Alkaliphile,Archaea ,Euryarchaeota,dmolik,,,
Neisseria,elongata,https://microbewiki.kenyon.edu/index.php/Neisseria_elongata,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neisseria,flava,https://microbewiki.kenyon.edu/index.php/Neisseria_flava,Misc,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neisseria,gonorrhoeae,https://microbewiki.kenyon.edu/index.php/Neisseria_gonorrhoeae,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neisseria,meningitidis,https://microbewiki.kenyon.edu/index.php/Neisseria_meningitidis,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Nematocida,parisii,https://microbewiki.kenyon.edu/index.php/Nematocida_parisii,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neoehrlichia,mikurensis,https://microbewiki.kenyon.edu/index.php/Neoehrlichia_mikurensis,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neorickettsia,risticii,https://microbewiki.kenyon.edu/index.php/Neorickettsia_risticii,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neorickettsia,sennetsu,https://microbewiki.kenyon.edu/index.php/Neorickettsia_sennetsu,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Neotyphodium,coenophialum,https://microbewiki.kenyon.edu/index.php/Neotyphodium_coenophialum,Rhizosphere,Plant Host,Eukaryota,Fungi,dmolik,,,
Nitrobacter,hamburgensis,https://microbewiki.kenyon.edu/index.php/Nitrobacter_hamburgensis,Misc,Generalist,Bacteria,Proteobacteria,dmolik,,,
Nitrobacter,winogradskyi,https://microbewiki.kenyon.edu/index.php/Nitrobacter_winogradskyi,Environmental Microbiome,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Nitrococcus,mobilis,https://microbewiki.kenyon.edu/index.php/Nitrococcus_mobilis,Industrial,Marine,Bacteria,Proteobacteria,dmolik,,,
Nitrosococcus,oceani,https://microbewiki.kenyon.edu/index.php/Nitrosococcus_oceani,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Nitrosomonas,europaea,https://microbewiki.kenyon.edu/index.php/Nitrosomonas_europaea,Rhizosphere,Soil,Bacteria,Proteobacteria,dmolik,,,
Nitrosomonas,eutropha,https://microbewiki.kenyon.edu/index.php/Nitrosomonas_eutropha,Bioremediation,Sediment,Bacteria,Proteobacteria,dmolik,,,
Nitrosopumilus,maritimus,https://microbewiki.kenyon.edu/index.php/Nitrosopumilus_maritimus,Environmental Microbiome,Marine,Archaea ,Crenarchaeota,dmolik,,,
Nitrososphaera,viennensis,https://microbewiki.kenyon.edu/index.php/Nitrososphaera_viennensis,Rhizosphere,Soil,Archaea ,Thaumarchaeota,dmolik,,,
Nitrospira,moscoviensis,https://microbewiki.kenyon.edu/index.php/Nitrospira_moscoviensis,Environmental Microbiome,Sediment,Bacteria,Nitrospirae,dmolik,,,
Nocardia,Nova,https://microbewiki.kenyon.edu/index.php/Nocardia_Nova,Pathogen,Aquatic and Soil,Bacteria,Actinobacteria,dmolik,,,
Nocardia,asteroides,https://microbewiki.kenyon.edu/index.php/Nocardia_asteroides,Environmental Microbiome,Aquatic and Soil,Bacteria,Actinobacteria,dmolik,,,
Nocardia,brasiliensis,https://microbewiki.kenyon.edu/index.php/Nocardia_brasiliensis,Pathogen,Soil,Bacteria,Actinobacteria,dmolik,,,
Nocardia,cyriacigeorgica,https://microbewiki.kenyon.edu/index.php/Nocardia_cyriacigeorgica,Pathogen,Soil,Bacteria,Actinobacteria,dmolik,,,
Nocardia,farcinica,https://microbewiki.kenyon.edu/index.php/Nocardia_farcinica,Pathogen,Generalist,Bacteria,Actinobacteria,dmolik,,,
Noctiluca,scintillans,https://microbewiki.kenyon.edu/index.php/Noctiluca_scintillans,Environmental Microbiome,Marine,Eukaryota,Alveolata,dmolik,,,
Nodularia,Spumigena,https://microbewiki.kenyon.edu/index.php/Nodularia_Spumigena,Environmental Microbiome,Marine,Bacteria,Cyanobacteria,dmolik,,,
Nonlabens,Tegetincola,https://microbewiki.kenyon.edu/index.php/Nonlabens_Tegetincola,Environmental Microbiome,Marine,Bacteria,Bacteroidetes,dmolik,,,
Nonlabens,ulvanivorans,https://microbewiki.kenyon.edu/index.php/Nonlabens_ulvanivorans,Animal Microbiome,Marine,Bacteria,Bacteroidetes,dmolik,,,
Nosema,ceranae,https://microbewiki.kenyon.edu/index.php/Nosema_ceranae,Animal Microbiome,Animal Host ,Eukaryota,Fungi,dmolik,,,
Nosema,cerane,https://microbewiki.kenyon.edu/index.php/Nosema_cerane,Animal Microbiome,Animal Host ,Eukaryota,Fungi,dmolik,,,
Nostoc,flagelliforme,https://microbewiki.kenyon.edu/index.php/Nostoc_flagelliforme,Environmental Microbiome,Soil,Bacteria,Cyanobacteria,dmolik,,,
Nostoc,muscorum,https://microbewiki.kenyon.edu/index.php/Nostoc_muscorum,Environmental Microbiome,Aquatic and Soil,Bacteria,Cyanobacteria,dmolik,,,
Nostoc,punctiforme,https://microbewiki.kenyon.edu/index.php/Nostoc_punctiforme,Rhizosphere,Aquatic and Soil,Bacteria,Cyanobacteria,dmolik,,,
Oceanibulbus,indolifex,https://microbewiki.kenyon.edu/index.php/Oceanibulbus_indolifex,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Oceanobacillus,iheyensis,https://microbewiki.kenyon.edu/index.php/Oceanobacillus_iheyensis,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Ochrobactrum,anthropi,https://microbewiki.kenyon.edu/index.php/Ochrobactrum_anthropi,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Oenococcus,oeni,https://microbewiki.kenyon.edu/index.php/Oenococcus_oeni,Fermentation,Unknown ,Bacteria,Firmicutes,dmolik,,,
Omphalotus,olearius,https://microbewiki.kenyon.edu/index.php/Omphalotus_olearius,Environmental Microbiome,Soil,Eukaryota,Fungi,dmolik,,,
Oophila,amblystomatis,https://microbewiki.kenyon.edu/index.php/Oophila_amblystomatis,Environmental Microbiome,Animal Host ,Eukaryota,Plantae,dmolik,,,
Ophiocordyceps,sinensis,https://microbewiki.kenyon.edu/index.php/Ophiocordyceps_sinensis,Pathogen,Animal Host ,Eukaryota,Ascomycota, josulli5,pbrown22,,
Ophiocordyceps,unilateralis,https://microbewiki.kenyon.edu/index.php/Ophiocordyceps_unilateralis,Pathogen,Animal Host ,Eukaryota,Ascomycota,Precompleted,,,
Opitutus,terrae,https://microbewiki.kenyon.edu/index.php/Opitutus_terrae,Rhizosphere,Soil,Bacteria,Verrucomicrobia,Precompleted,,,
Ostreococcus,lucimarinus,https://microbewiki.kenyon.edu/index.php/Ostreococcus_lucimarinus,Environmental Microbiome,Aquatic,Eukaryota,Chlorophyta,Precompleted,,,
Oxalobacter,formigenes,https://microbewiki.kenyon.edu/index.php/Oxalobacter_formigenes,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,Precompleted,,,
Paenibacillus,dendritiformis,https://microbewiki.kenyon.edu/index.php/Paenibacillus_dendritiformis,Environmental Microbiome,Soil,Bacteria,Firmicutes,Precompleted,,,
Paenibacillus,polymyxa,https://microbewiki.kenyon.edu/index.php/Paenibacillus_polymyxa,Rhizosphere,Plant Host,Bacteria,Firmicutes,Precompleted,,,
Panaeolus,cyanescens,https://microbewiki.kenyon.edu/index.php/Panaeolus_cyanescens,Industrial,Soil,Eukaryota,Basidiomycota,Precompleted,,,
Panellus,stypticus,https://microbewiki.kenyon.edu/index.php/Panellus_stypticus,Misc,Soil,Eukaryota,Basidiomycota,Precompleted,,,
Paracoccus,denitrificans,https://microbewiki.kenyon.edu/index.php/Paracoccus_denitrificans,Bioremediation,Soil,Bacteria,Proteobacteria,Precompleted,,,
Parvibaculum,lavamentivorans,https://microbewiki.kenyon.edu/index.php/Parvibaculum_lavamentivorans,Industrial,Marine,Bacteria,Proteobacteria,Precompleted,,,
Parvimonas,micra,https://microbewiki.kenyon.edu/index.php/Parvimonas_micra,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Pasteurella,caballi,https://microbewiki.kenyon.edu/index.php/Pasteurella_caballi,Misc,Unknown ,Bacteria,Proteobacteria,dmolik,,,
Pasteurella,multocida,https://microbewiki.kenyon.edu/index.php/Pasteurella_multocida,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Pasturella,canis,https://microbewiki.kenyon.edu/index.php/Pasturella_canis,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Pectobacterium,atrosepticum,https://microbewiki.kenyon.edu/index.php/Pectobacterium_atrosepticum,Rhizosphere,Plant Host,Bacteria,Proteobacteria,dmolik,,,
Pediococcus,damnosus,https://microbewiki.kenyon.edu/index.php/Pediococcus_damnosus,Fermentation,Generalist,Bacteria,Firmicutes,dmolik,,,
Pediococcus,pentosaceus,https://microbewiki.kenyon.edu/index.php/Pediococcus_pentosaceus,Fermentation,Generalist,Bacteria,Firmicutes,dmolik,,,
Pedomicrobium,manganicum,https://microbewiki.kenyon.edu/index.php/Pedomicrobium_manganicum,Extremophile,Generalist,Bacteria,Proteobacteria,dmolik,,,
Pelagibacter,ubique,https://microbewiki.kenyon.edu/index.php/Pelagibacter_ubique,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Pelobacter,carbinolicus,https://microbewiki.kenyon.edu/index.php/Pelobacter_carbinolicus,Environmental Microbiome,Generalist,Bacteria,Proteobacteria,dmolik,,,
Pelobacter,propionicus,https://microbewiki.kenyon.edu/index.php/Pelobacter_propionicus,Industrial,Aquatic,Bacteria,Proteobacteria,dmolik,,,
Penicillium,chrysogenum,https://microbewiki.kenyon.edu/index.php/Penicillium_chrysogenum,Pathogen,Generalist,Eukaryota,Fungi,dmolik,,,
Penicillium,marneffei,https://microbewiki.kenyon.edu/index.php/Penicillium_marneffei,Pathogen,Generalist,Eukaryota,Fungi,dmolik,,,
Phakopsora,pachyrhizi,https://microbewiki.kenyon.edu/index.php/Phakopsora_pachyrhizi,Rhizosphere,Plant Host,Eukaryota,Fungi,dmolik,,,
Phanerochaete,chrysosporium,https://microbewiki.kenyon.edu/index.php/Phanerochaete_chrysosporium,Environmental Microbiome,Unknown ,Eukaryota,Fungi,dmolik,,,
Photobacterium,leiognathi,https://microbewiki.kenyon.edu/index.php/Photobacterium_leiognathi,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Photobacterium,phosphoreum,https://microbewiki.kenyon.edu/index.php/Photobacterium_phosphoreum,Animal Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Photobacterium,profundum,https://microbewiki.kenyon.edu/index.php/Photobacterium_profundum,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,dmolik,,,
Photorhabdus,luminescens,https://microbewiki.kenyon.edu/index.php/Photorhabdus_luminescens,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Physarum,Polycephalum,https://microbewiki.kenyon.edu/index.php/Physarum_Polycephalum,Misc,Unknown ,Eukaryota,Fungi,dmolik,,,
Phytophthora,infestans,https://microbewiki.kenyon.edu/index.php/Phytophthora_infestans,Rhizosphere,Soil,Eukaryota,Heterokontophyta,dmolik,,,
Phytophthora,palmivora,https://microbewiki.kenyon.edu/index.php/Phytophthora_palmivora,Rhizosphere,Soil,Eukaryota,Heterokontophyta,dmolik,,,
Pibocella,ponti,https://microbewiki.kenyon.edu/index.php/Pibocella_ponti,Misc,Plant Host,Bacteria,Bacteroidetes,dmolik,,,
Pichia,kudriavzevii,https://microbewiki.kenyon.edu/index.php/Pichia_kudriavzevii,Rhizosphere,Plant Host,Eukaryota,Fungi,dmolik,,,
Pichia,membranifaciens,https://microbewiki.kenyon.edu/index.php/Pichia_membranifaciens,Rhizosphere,Plant Host,Eukaryota,Fungi,dmolik,,,
Pichia,stipitis,https://microbewiki.kenyon.edu/index.php/Pichia_stipitis,Industrial,Animal Host ,Eukaryota,Fungi,dmolik,,,
Picrophilus,torridus,https://microbewiki.kenyon.edu/index.php/Picrophilus_torridus,Environmental Microbiome,Alkaliphile,Archaea ,Euryarchaeota,dmolik,,,
Planctomyces,brasiliensis,https://microbewiki.kenyon.edu/index.php/Planctomyces_brasiliensis,Environmental Microbiome,Halophile,Bacteria,Planctomycetes,dmolik,,,
Plasmodium,falciparum,https://microbewiki.kenyon.edu/index.php/Plasmodium_falciparum,Pathogen,Animal Host ,Eukaryota,Apicomplexa,mgirod ,Temperature must stay above 20 degrees Celcius and the ideal location of transmission is along the equator in a warmer region. ,,
Plasmodium,knowlesi,https://microbewiki.kenyon.edu/index.php/Plasmodium_knowlesi,Pathogen,Animal Host ,Eukaryota,Apicomplexa,csulli24,,,
Plasmodium,malariae,https://microbewiki.kenyon.edu/index.php/Plasmodium_malariae,Pathogen,Animal Host ,Eukaryota,Apicomplexa,mgirod,Malaria is a diseases that is commonly found throughout most tropical and subtropical areas in the world. ,,
Plesiomonas,shigelloides,https://microbewiki.kenyon.edu/index.php/Plesiomonas_shigelloides,Environmental Microbiome,Generalist,Bacteria,Proteobacteria,dmolik,,,
Pneumocystis,carinii,https://microbewiki.kenyon.edu/index.php/Pneumocystis_carinii,Pathogen,Animal Host ,Eukaryota,Fungi,dmolik,,,
Polaromonas,naphthalenivorans,https://microbewiki.kenyon.edu/index.php/Polaromonas_naphthalenivorans,Environmental Microbiome,Aquatic,Bacteria,Protobacteria,dmolik,,,
Polaromonas,vacuolata,https://microbewiki.kenyon.edu/index.php/Polaromonas_vacuolata,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Polysphondylium,pallidum,https://microbewiki.kenyon.edu/index.php/Polysphondylium_pallidum,Environmental Microbiome,Soil,Eukaryota,Amoebozoa,dmolik,,,
Pontibacter,salisaro,https://microbewiki.kenyon.edu/index.php/Pontibacter_salisaro,Misc,Soil,Bacteria,Bacteroidetes,dmolik,,,
Porphyromonas,endodontalis,https://microbewiki.kenyon.edu/index.php/Porphyromonas_endodontalis,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Porphyromonas,gingivalis,https://microbewiki.kenyon.edu/index.php/Porphyromonas_gingivalis,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,Fusca,https://microbewiki.kenyon.edu/index.php/Prevotella_Fusca,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,Melaninogenica,https://microbewiki.kenyon.edu/index.php/Prevotella_Melaninogenica,Pathogen,Animal Host ,Bacteria,Bacteroidetes,mgirod,,,
Prevotella,Oris,https://microbewiki.kenyon.edu/index.php/Prevotella_Oris,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,amnii,https://microbewiki.kenyon.edu/index.php/Prevotella_amnii,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,copri,https://microbewiki.kenyon.edu/index.php/Prevotella_copri,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,histicola,https://microbewiki.kenyon.edu/index.php/Prevotella_histicola,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,intermedia,https://microbewiki.kenyon.edu/index.php/Prevotella_intermedia,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,jejuni,https://microbewiki.kenyon.edu/index.php/Prevotella_jejuni,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,micans,https://microbewiki.kenyon.edu/index.php/Prevotella_micans,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,multisaccharivorax,https://microbewiki.kenyon.edu/index.php/Prevotella_multisaccharivorax,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,nigrescens,https://microbewiki.kenyon.edu/index.php/Prevotella_nigrescens,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prevotella,oralis,https://microbewiki.kenyon.edu/index.php/Prevotella_oralis,Pathogen,Animal Host ,Bacteria,Bacteroidetes,dmolik,,,
Prochlorococcus,marinus,https://microbewiki.kenyon.edu/index.php/Prochlorococcus_marinus,Environmental Microbiome,Marine,Bacteria,Cyanobacteria,dmolik,,,
Prochloron,didemni,https://microbewiki.kenyon.edu/index.php/Prochloron_didemni,Environmental Microbiome,Marine,Bacteria,Cyanobacteria,dmolik,,,
Propionibacterium,acnes,https://microbewiki.kenyon.edu/index.php/Propionibacterium_acnes,Pathogen,Animal Host ,Bacteria,Actinobacteria,dmolik,,,
Proteus,mirabilis,https://microbewiki.kenyon.edu/index.php/Proteus_mirabilis,Pathogen,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Providencia,alcalifaciens,https://microbewiki.kenyon.edu/index.php/Providencia_alcalifaciens,Pathogen,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Providencia,stuartii,https://microbewiki.kenyon.edu/index.php/Providencia_stuartii,Pathogen,Generalist,Bacteria,Proteobacteria,dmolik,,,
Pseudoalteromonas,atlantica,https://microbewiki.kenyon.edu/index.php/Pseudoalteromonas_atlantica,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Pseudoalteromonas,haloplanktis,https://microbewiki.kenyon.edu/index.php/Pseudoalteromonas_haloplanktis,Animal Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,aeruginosa,https://microbewiki.kenyon.edu/index.php/Pseudomonas_aeruginosa,Pathogen,Generalist,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,aerugionsa,https://microbewiki.kenyon.edu/index.php/Pseudomonas_aerugionsa,Pathogen,Generalist,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,baetica,https://microbewiki.kenyon.edu/index.php/Pseudomonas_baetica,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,chlororaphis,https://microbewiki.kenyon.edu/index.php/Pseudomonas_chlororaphis,Environmental Microbiome,Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,corrugata,https://microbewiki.kenyon.edu/index.php/Pseudomonas_corrugata,Rhizosphere,Plant Host,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,denitrificans,https://microbewiki.kenyon.edu/index.php/Pseudomonas_denitrificans,Environmental Microbiome,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,entomophila,https://microbewiki.kenyon.edu/index.php/Pseudomonas_entomophila,Pathogen,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,fluorescens,https://microbewiki.kenyon.edu/index.php/Pseudomonas_fluorescens,Rhizosphere,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,granadensis,https://microbewiki.kenyon.edu/index.php/Pseudomonas_granadensis,Misc,Unknown ,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,mendocina,https://microbewiki.kenyon.edu/index.php/Pseudomonas_mendocina,Bioremediation,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,putida,https://microbewiki.kenyon.edu/index.php/Pseudomonas_putida,Bioremediation,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,stutzeri,https://microbewiki.kenyon.edu/index.php/Pseudomonas_stutzeri,Environmental Microbiome,Aquatic and Soil,Bacteria,Proteobacteria,dmolik,,,
Pseudomonas,syringae,https://microbewiki.kenyon.edu/index.php/Pseudomonas_syringae,Rhizosphere,Plant Host,Bacteria,Proteobacteria,dmolik,,,
Psychrobacter,cryohalolentis,https://microbewiki.kenyon.edu/index.php/Psychrobacter_cryohalolentis,Misc,Soil,Bacteria,Proteobacteria,dmolik,,,
Psychrobacter,luti,https://microbewiki.kenyon.edu/index.php/Psychrobacter_luti,Environmental Microbiome,Soil,Bacteria,Proteobacteria,dmolik,,,
Psychroflexus,sediminis,https://microbewiki.kenyon.edu/index.php/Psychroflexus_sediminis,Misc,Sediment,Bacteria,Bacteroidetes,dmolik,,,
Psychromonas,ingrahamii,https://microbewiki.kenyon.edu/index.php/Psychromonas_ingrahamii,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,cold,,
Pyrobaculum,aerophilum,https://microbewiki.kenyon.edu/index.php/Pyrobaculum_aerophilum,Environmental Microbiome,Thermophile,Archaea ,Crenarchaeota,dmolik,,,
Pyrobaculum,arsenaticum,https://microbewiki.kenyon.edu/index.php/Pyrobaculum_arsenaticum,Environmental Microbiome,Thermophile,Archaea ,Crenarchaeota,dmolik,,,
Pyrobaculum,islandicum,https://microbewiki.kenyon.edu/index.php/Pyrobaculum_islandicum,Environmental Microbiome,Thermophile,Archaea ,Crenarchaeota,dmolik,,,
